business_id,positive_photos,negative_photos
2KS_UunFuefCdniRrrxIkg,29,16
628tNYMR-o_e7SGjatZ8kw,0,1
7ibuDLfx8gEhESAufYIySw,32,16
VSkNNLEGTwVCjXTqQ4rCrg,5,2
9xdVIIzHp12Zrox5aFaaHA,3,1
ILqSwhiIM3ZTtViybcNdRw,3,0
wacOylZWqy_w1lG68i39mw,1,0
Ryqmm5vXHmSscZjzQQkyxQ,11,1
-IZvuqxekWEvJqDw308daQ,5,1
drNhiiDfuWAbuGcK3or8IA,5,4
mBHYTLynxk-Ryq56QIx6cw,1,0
-HsqnPAz374YSoyFDyjl3A,0,2
pdF7iJgA4ViACgA4t1OymQ,0,2
iPa__LOhse-hobC2Xmp-Kw,14,9
6plmPF5hYT2JT86Laf4abA,1,0
Qe9LBkscg4oxrNcx-ypdqg,12,0
x_AmiOc8DPAyHe5VeoDYEw,5,1
JobEckBpEYmm_L9JOe8TEg,1,0
jD7tkMdKp5lwGSuHSChx_w,8,2
iLHzm7N_GMPl6sr2RqeqhQ,3,0
3SQU0IgQ6mbV0buzH9XAZA,1,0
m1LOUjVzAAoCS61BTL5i5g,2,3
bI9_dtXS9qN0Gmi7YbRm5g,9,3
GAmd3nHx5TInVN26PLZj7g,0,1
ZKklfxHUlL8_xReUyZfSUQ,1,4
hT4S-jtRapUap_kzygb_Hw,1,0
xzj6q131hJE59tBkhe3Gag,2,1
TJresValKB2aHcmrwNEskQ,4,0
k99J9BJuHeUBNOCxV6D97A,1,1
7sGcBZwkD4yFLiBLS1WKgA,4,0
BSziytE1kGwE_6Qt4gkaVw,0,1
Z0o7EnCj3fgzC7E3QRabhQ,2,5
ykzgSmJpXj5B5xcxPbBwUg,6,0
R9OkSEvvQl6SACO9nmmEtQ,1,1
2iTsRqUsPGRH1li1WVRvKQ,282,78
KlPWGVTyfYjsjzLqdS4CUw,1,0
9Q1ZtzTPFWG4fJiFSko5Xg,4,0
poSV39UqEg-gpESXafS9-g,4,9
kh3TssJEjg9_ACJvom5RzQ,2,1
QZgtObG3H57Ev5FnjoGjFg,3,1
NKyPyXgPG3Ld4645klGyTw,1,2
EqNtK4J5CHYQee-qX-WxRQ,1,5
FKgEsyrZbMhPU-UCo2g3cg,4,5
QvJaLOT4bhd-Vm6zT9ls4g,2,1
IjDT98d1UJAiiOI1e41snA,5,0
qv41uNpcTUIwePP4H8zyEg,1,0
sN-EtbzAnEI9ilHruasd9w,8,6
H8rjk0XlGSaTGBNLrBLhXw,5,1
N09lJ6TpMEHhuHUoSmP3sg,2,2
DHoUaeL5XqRX083cptIHBA,0,1
cXdQ3H0GqcIzRgrvBEaBxw,2,0
Fc1Stez0Me3UiIVT-pgRCg,4,1
ku6NGJSMJ5RwKnHrzVBQcA,1,3
xy1McNUocWlt-8DZ7Ifg9A,0,5
bX4gfj2Kj22Lwm-nSsnnfg,0,2
OtyrW7djmi1pbYg4tOUIAw,1,1
uKfOtfZ5R1JGm5sybZmi2w,2,2
H7kB4p-1BsbvL522cqASOQ,9,3
iiO9uFKeWWgxuvP50Z_EyQ,2,0
vehk1EdzfzlkWjlBoZumag,10,0
96Ie0QByQ6tPJFxSb0GzCQ,0,1
n9JeKS94hJRvnyZLqUbO6w,1,4
qdG4tYLHKJ33Rut7BQM-Zg,2,0
UpXigk3SzQR9v4xct_xEVQ,5,1
91H2OMyaoyTLuQjVDmJsag,3,2
GCRnrQtGOQ8ugofVbgrS-w,3,3
hxvrzLFpNQQFKEMNSO6FlQ,1,5
0MCXyrNQGaqdYBcAwh3anQ,30,15
J_btDyZbIv0hZNjrw56zlA,8,2
irwDkp2eMP2x-4MfunRt8g,17,4
4X9tVVQHIewliXqaancfQA,1,0
-9Ff8WEoiFsw_mfmJ4Nlcw,1,6
S4QVuwfzn9T2-torVnW37A,1,0
CTCD7noPctNFWROCL8ppSQ,0,3
LKzDrKa0FRrRATi1gqPEiw,1,1
rIeXMt92PLNjZbemWKRXcA,32,8
Kr2EJ05h5BXHlytYBgShGw,9,9
dueRWFSTFdH3ZYT0bQdSzw,9,1
huNs9XKN4_ig4mVL04u9yA,3,0
8BAQAHKFlstlm1APdM88nw,10,0
lmpRLpu-JSLfykxXttPgIA,1,0
0xvdC8F0HmFpAFkJk6nXLg,6,7
rXskMt3Y_Bs1PiGKN3N3sg,0,2
bNpgu9sr3K18oLLw-eL75A,2,4
SqTAlszocy9n2ExQWRVSgg,4,0
UuSg6Y3438tkXblGAfj0pQ,0,1
9sfoeSIiVhZdF-8bIGcq_g,0,1
kEt6gsDrXAo8s8O4LDBhvw,1,1
DUUY9UpEbA69xhketnsdLw,0,1
4gtPPwx8fBWJ9FGtQqQA0Q,0,1
sFZqXGuACgeUys0C1F4GSQ,2,0
ghKN6NeyIBn9xxS0fO7SQQ,2,1
2pV-BNJvTL3f3EiMZlv6_w,7,8
xeFVRUjxorxjO_qjX8FNdw,0,4
_mJG1LOO47P0OQOJTNKQxA,2,0
vrFWQ7CDULCP87oTNC5sxA,2,0
h28ZxheMQdpqHcAw_ge6gw,0,1
AtSEe-B2mFmLFHBf4PLTrw,5,4
S1Bs_x9aHFFZozwJLCNTgQ,1,1
m8oxuFlS2KbhXR0bRKucMA,8,3
sV03liLOhDfPft1u3XSR9A,2,0
nSrLMVCShkos5msyVaQAFg,10,4
REamBh8h57vu2NDtUNq8EQ,0,1
hz2auCaURcLk13UHOBlm3g,3,1
TWmfrj9DjmG_B28j6cU6Zg,12,0
q-MMOqtHXGM-pjf8rCrl-A,10,1
RTegy5CUBpMK65pr8UeDgA,25,14
mnn--vaYHtNyBNYFYBFIog,30,12
ZtsnwjxjzMUI6tDZNrJUeA,5,4
pt-lpbRPiOBQlk_IWIn6iQ,3,1
q5xyF0TalVP9OpafcG9vsw,0,1
1CglmAdraCiInUWOTXv8kg,1,1
YlH13A5DQcnWbzmxvQ7dvw,3,2
BhzbId_o7t-1q349J1L5Dg,1,1
aq1rdvfvT9_tleKI8OzRaA,3,3
kIrjc7PrdoSpEubQ_aszdw,2,0
46yg8fJ8fVA1QSaaL7XfOw,9,6
lobEfUJmNC94myL_XCwAzA,0,1
JzsFq3IDqDWueOWq4dFpmw,3,1
xKBRthCdZZMB1rEMGQx8lg,1,1
0ZQCJO-btoKOk3mErTYKwA,12,6
UPjwhZ3ywrkkhcZH1gbwHA,21,6
E768vU_Q4M1lCRDAYiN4iw,8,0
VkdUpbDrxaPGdNXpWpKh9Q,7,4
uHwKNIY5HNW4Dr3Dx8TZ5Q,6,0
XhxvhcD5LifG4Sv3kGfkrw,0,2
Ws-icpGHZrESFehQoAEYcw,0,2
vBWJ7jAj4za5hXZKN0T1JQ,1,0
2skQeu3C36VCiB653MIfrw,26,9
YnLyyo9QzqpDEDYPRJFUwQ,1,5
KHZKC-xiTAC8yoxRC_95Tg,5,1
Eaxf3bmxnMljIylk_2ZW2Q,5,0
x1KYj6p88WAcBxNlj8Ky7A,5,1
DhG5IZrfdnA19ZAyU475Jw,3,4
isw3cS3hOKdKeBgi3lF3-A,11,19
Y8DDlHyPcJtVG6ADy2IVAg,0,1
-P76AJ-L73FvsgqO4RnG2A,7,7
5DqyJuZfKTjZnwz38pSV9w,2,0
xsS-jwklg3dA2ZzR4-acDA,1,0
yikRK3SGkiKoJllH_UfndQ,11,1
fxVIjaDZxUDCZeP9Ow1ezQ,2,3
CNXAVovX19R5GUNVO4_GzA,15,9
cR8ZhSTdh8JQ1x9yQmmpUw,7,0
1ZkcNwQpIESg8LuAHzye6Q,1,2
xQWgzGkO72IDwaueB6mj5g,2,1
LTEVTg3qCGnlGaExZMAejw,10,4
wf-Uj0LIfPhVSbxlmPcUqw,0,1
vt2NMSbKpVN0r0HI6Az4bw,2,0
KfY3avdRgbKFdRSC1kGBsA,3,1
MA5R-mV6ljRM1MK6Mdiv5g,3,1
KrwGJBrSE3kN721yx-MzfQ,30,6
wygqdsRpyEWUtZL-biMsgw,0,2
tUsqTg8FWA37DeyaGcBMbg,12,2
Pk6A3Pqs6_qPLNevdADrDg,16,6
9WdDhHXtd-ppmNqEULQz5g,4,1
9Jn6MJZMz2R6rcszqmXDqg,0,1
q4TSv7LWvUYTuZxy3-Tu4Q,7,3
Ffd7S8tVzeY_MgsrZtW7kw,1,0
fpuyZ31OpX11UlJGFWKoNw,15,11
leBz5w1fa1F_ChFcHorBwA,2,0
OyTSs71uXNDeC14zsPA5jw,2,5
KhXu_LqzbJHQIt8ohpN1_w,1,0
ZoFnfG7yrQWpvGR-etdGTw,2,7
SMbGomnGbH9YrOoKhDBMDQ,0,1
RvwZqjdkZ_pER0moPXLZAQ,3,1
khG1RMnSphhbOSjkMT2XrA,0,1
QhmxJJxzpEOleqU2E598TQ,1,0
lpkyi6eEAeU2mgyXnpKhOw,1,0
4sYUOH1R2r4mCCJSjJ66ow,0,2
ry9MaSq_tpNODhYoIyA42Q,1,0
NLbeb563AdMiUcUlBR-FAg,9,6
RPmgVYvtqg2MaKYSxUrchQ,8,5
44diypduswYIqxBSrNr0lA,3,0
2zBCxn7_jHcfxoSjBdHJ3A,8,3
mRazvR_U11rLacnSM6vDBw,11,7
dRMG8rMiuAKEqQ5hZPse8g,8,0
VxZQKw6fJzJUW14v4dWKXg,2,0
YstdDnNa6h_ms3Ys7Pz4uQ,10,2
ohMpNug5zWNxOlL6ShG7Ig,4,0
dnhjXPmP5QDovnBfVmx7YA,0,2
uAfyXrbxJ2Z6J8TdS8f-oA,2,0
P15Y-FxUOWjPVTrfiUpugg,0,1
eem6eoAiYL9UcQUE0kMD-g,1,1
VU5btOpyINHmCfGajZJe0Q,0,1
8glTYTp-ZzR_mlUe7p7HHQ,14,0
59Tzzx6qMUQjTIXF9ZlqaA,5,8
iiEjVLb4JDLE2xl8YGR-Gw,10,2
UxfmoEORX32nKgzIvCZTww,5,0
ygKRVzf8aOwqh78pbuRBgg,3,1
lVba33wgQ7VZpRFdS0Cr3w,6,6
HH6oAioFape3mls9xcs4hw,6,5
0nlocywsFHQmEt8_xbHNiw,2,1
1zFWG3jsy7BMmfkDyS7IZg,0,1
nWf4u0Em7BCQl6kr_d_jww,2,0
1rFy8c2Pv4sDb-fcf3FMFQ,0,3
Rz2LLfRYb35cjZovwITOGg,0,1
VdlPZg2NAu8t8GkdbPLecg,3,1
U6eg7zI-0TosgVvmrOtlZg,5,1
CgDonXv70Ha2BkKOIkJWKw,5,1
7LzhLKAwS7PHUvaPIW833A,1,0
kX0br64oB3_o4TY1F5NXkQ,0,2
zpw5S3QwUse1MH-Eerbnaw,1,0
vm17ueG3HPdlC0CQy82Wxw,1,0
nYWsw2yI8xigISLiBxDudg,0,1
iY7E-MZPwBuFKSMtMhCIBg,2,0
A-7Ye-fovEITMB0aUuEJ0g,0,1
nO9rDhbxekZLyHaK5GEMfw,0,3
A6Nn0-08lHPPC7kWtSVcQQ,6,0
eDdhZZBHEi-TRWQ2xhRI5g,1,4
xJAXkMIgnWNpqyGCosmp2Q,12,3
OOO4iaFaBffyeZjiffJccA,4,1
2g_auUWw7c3c2CUTgVqI8Q,4,3
xzR3J-4vpt6K4ZHr8nQLCA,0,1
QayRAyqw0tvQR27rqLxPFQ,1,0
Juf-6r1xUejP0S0YGIcw9A,1,1
10GxV6JOKPoR1w5KC2iZjA,8,8
t-6tdxRaz7s9a0sf94Tguw,0,1
Ac-DbrST8bF9Cpge5D9_Cg,2,1
0D6NKcLzVfQ3RcEPySmzDw,1,1
ng8vj7q4kFt7d4Ud4lBhHQ,0,1
kywgPe0g6aVoq4VOMRMX1w,2,4
TKcq0hOqesiDOwQb-ZwFAw,5,2
T_s4IcIJf5ZHyy8zC28UGw,10,0
bygF2VFxleQqEVLfsh4gDg,0,1
K_URSTcq_chiWPcMpuo3Qw,3,0
Wb6Q0YVcNghQ2w20hUYRoA,1,7
UkBy7Epd2q6YXZhYas8iEA,3,0
KpgqaCEqXmxSc4ejb29KHw,0,2
4e_kgP5CBbWwZCYEbConPA,1,0
L192hPeosT4Z1qRO8jQbfQ,8,10
7RR1rbyEKKo2G-RACqAfoA,47,21
3sXlZWM9B72_r-dYBIgmyg,14,9
M_v9BN9QHosc8kohmUj-cg,3,2
vzqzoa-plufwTsQUwW_s6Q,2,2
XCUXCTHvY8QVR4xU0DF__w,2,0
QKaniCqHZihhnOW9koPgNQ,1,2
tstimHoMcYbkSC4eBA1wEg,8,1
MBYMEdAI-ZlE-gr61fqs8Q,23,2
OWiKC7bjIvc7L2iIuBsHxw,1,0
xxo0GsAFxQzUGStmCG6jWw,1,8
Ls1NqcogI-szYoQ7tLh4Og,1,0
ssUwsahbtpqHcGfALOu4cw,1,1
L4wjHHeoJ33KK59i3xpOqw,9,2
o4MJ4x8bm3_--37lSkwA8A,8,0
B688h3t2vq78EjGxt799fw,1,0
ZCzey5aPhd7jYIoHsUfjmQ,50,24
0q_BHpxbikVtPRRLRu-U0g,135,61
T4PmlxuoVDYekaqsFEG9RA,1,2
85dXjcBRD_-ms7DGzFjhKA,1,1
UBYiWMGGB0mmdCW3R6nZlA,3,0
tLCDdztam3QQ0xdET2u5Yw,1,2
wOqglJjthfVmD5M2Pwtjgg,3,0
Or7FgbgY8ML30zgYj_DCwA,2,2
z_46RY-L3vcMrH3-wxCp9w,12,6
eob_8uBownTn6hTRRWKKqw,4,1
4wmDi9N3s50UJ5BVcQXbVQ,0,1
6F1wUwVpP2Doz4wBgcu32A,1,0
kM0RJz-fyNaGk_EH765RKA,7,0
B5WBr_Z0EJKor1psHbcKfA,1,0
zVgv-SjNv5PHOyZtpL5tCg,0,1
vLWphV8xAVYflOn1gCU9Jw,1,1
5OmuCo0kdvWQZXidGuxrsw,1,1
njhAtkIZF41u4tC0RiVjOA,8,6
umXvdus9LbC6oxtLdXelFQ,305,40
KxlkLRpb9gSTL1S6UnFXzw,0,1
r6WO_jkx4rkMMauvPvMDeQ,20,1
Ln9fVEDjGdxmynkws2jICg,1,2
lrclIQt2WIgC0cfsX9NWBA,0,1
PP9ZfC_JUufbrPRPHD7FJQ,15,9
VJ84gb0cgBiPMI7m4TvkcQ,1,0
RrCgc8eAKbHu-2IpQXg6Rw,11,23
oLTUXAF0dZMQuYUi2VgmPQ,2,2
3qh3MhfAIf_UPbbYP8iZng,1,0
16xoDNtEWbth_s--xqZxrQ,1,1
DOmVF9YKOvTkqjcgUwtOgQ,0,2
d2dKppn6Udt8vwnYfcovqA,48,1
di9rdjT71cYTlwKMYeVk0g,0,2
illl9cvvlgloor7GrIvwug,16,4
hW415oE-XnvZSf-EqViKWw,0,1
ugPCIr4fZXtuHbC6xNctaA,0,1
6fPij_e83qj9OUgMvujkwg,6,5
VIXLJDNszSOfGsU9wbgSWg,1,0
pnf9vsKdniTLHUrbpbZu4A,2,0
lHeBkcvrbyKRgbyu4nPplg,3,0
ZFeo8EiFcxMbeJkWZg2aQw,5,6
Tvw-7siA6FtCSwRikb5FVA,1,1
7_fSCfnTZce6ZzjpnpJ69g,16,2
kJZtBfptrZih_I5-P77L-Q,2,0
8rcrreoEVZkIgGn-64KGcA,3,3
lUCaqKKa8QLhE2BK9u9vQQ,0,1
6k4HD_PZ3waDicnE2oNkNg,9,1
1BNWWBwUVxQYUK-IKXRdxA,3,1
ysc1O5ryeZHntWZli-sB8w,9,1
XWafv9_J7TUOO4PbEcIFJA,1,1
CZxAlrWOD4Mu2K7FoAcRaA,1,0
kG_EB5RAsSA3f9HJikI1rw,23,10
hnDQ_L_1IjCUVUA_G19sew,1,0
rSAg87gLy4YPWMJ_zMBn-g,1,2
FGhjG7OensQms5ggUYx9wA,0,1
2vr2yGIzSehe_ITFamNpyw,2,1
71Reo2MYQqM6px-V12jlYQ,7,0
mIlwCZYr8uQH0mHJEhuf4g,1,0
kA1Nd_GQtyhlyZEomS_BvA,8,4
S7sZWS2s3OG3CLZUf5waNw,1,0
vmg_VdqXVOVhUoacU2pfdw,0,2
lvuuyYZ-CzFrg1BLdV2OPw,18,7
xM37qm9Wbc-hOAS7-Xse7g,37,17
pKG7MMcrotrTwarPfpybjg,8,0
j00iBr6uYnwgFs_J5y9f0w,2,0
OSs8P5K6oAuku247u-6jvQ,16,2
Fs9EzbgDOO4IvFZrgu8a-Q,1,0
SMTMAaGjUfsefp9RIIfQmA,2,1
sA_CAFTrAn5g7-7DE2xMNw,1,0
LR1JNvpNrx2N4HNAyhHvrg,1,34
bmcZnH1UAAB2iO_R2PFrnw,4,1
WnUttoJffplgWaQGR2J2Xw,1,7
JJbH0RxPrwkzHFvLJTFxVQ,2,2
KuDnvF5hxUnoU0gMdErjmQ,3,3
RGmBfqdFb0giLPG-SZbQUQ,1,0
Nk2gNrMDZa9_7gmT3W-zjQ,2,4
8HXDmFilKi-wlgg0l_jcGA,5,1
YfsaoWDTBKpR09Q90Kw_yA,5,4
0EenuQflCCzaqn_Nog8R5A,0,1
M-snICZb3eYacdvMJIKM5w,2,1
xlJqe1gSZz9C2-87mRA8TA,15,9
XOkqRJBS6HwTVlrCACAZFw,10,7
FLJdtRvqReuvJfEb4nZVBw,0,1
A19Qrn0IqYhmTvIAUhk2_A,1,0
tgpRHhuggdqXyeMBZX3Ngw,7,2
2JkwKt66xu1NCA0J1laeig,3,0
eMYeEapscbKNqUDCx705hg,3,1
BQxiNB-08PBNZR2vk0fMdg,7,1
LCEeye3tvTOtcTUg61mf1Q,1,0
Bkkwt8E9MHvgCHn4lUFtow,25,4
EhuKnhTKJTm_EZ_QGe7PvQ,15,4
nsoSw8B3teY2FGAEPfiVfA,3,3
DndF8BIHq8k1zahO4OEayQ,21,0
2AMU5QFJOWjpHkpDKy3AJw,6,5
v68-_x0b4YUWRFRu8x193g,1,1
DyEQJaln1zL40IrVV_CTIw,0,1
RDgXxpO-OYS7kN-WX-xh0g,1,0
XZHFaYIxGpWUX3SShfEhcg,0,1
p8H_WsH1SltPmo0-c67gFQ,3,1
oHUJ32cUOpP1qe36CURKEg,8,2
wJeiZGTNS6jUYJBcLGyVoQ,0,1
EvxTD0ETbbFbFjUMWhHbIw,5,4
Nso8kLJGYhJSlO1uZFnKvg,0,2
6JMrdDVIoQGQaHlfWFRoyA,6,0
Eo9FYJfWtObdTXANLbozaA,0,2
WAiuLx9gY7KS93O_2Czt9g,5,4
hOxNKZJ8wWg8Q165U7CCqg,7,2
2KadiQLTen9_mN_dXgKR5A,10,9
e4BSPTPc5DLjvdJY18EaVA,5,3
2vBo1wWJckBnGOHhxt9ecg,5,3
6gd8wlow5V7fOsdTysKnUw,3,2
YIW9EccX6isxy5NE6D5wSQ,0,3
BEc3HRXw8xSEL2C6e47jRQ,1,3
AVwE6GQmlCTAjaDbli4IKg,0,1
Xa8aadsVfrqocGA_rVzsdA,2,0
jBs2HmEOkqCvdHNnw3N-og,8,0
-pGO9M4JLQJHiaCOrqCgbQ,6,1
oiiTuyoAALAeNhOV6T-i5w,2,2
roA-hNugvAwiyVirIFH8Aw,0,3
7BG_ook7X8ssDj0BxR3AMw,1,0
pehIhPluVUAOuOdML6rFRA,5,1
8iKrvvY-GqNrh2UOjor-Iw,4,1
VgrFPYtK6HGUEJVc4srpWw,5,2
mZJUWoctPqgqTDw41tHqcA,2,1
F0QPkgrcXx1xBxXT7Htuhg,1,0
T7MemoFgPy6iNk4456vKWw,10,19
_n5gPknmF6_WBrFngFb21w,1,2
iJrtc5SiTl0xUzDsXSh-Rg,5,0
LkmRdUKz7cKNls3BpKHxRA,1,1
A-ToCCe7d2lWM2uXGVMO7g,1,0
-_9-ZjEC_zuLnuRWI0Hyiw,1,1
09psTuUYhUMA2ZRzQlm30Q,2,1
EMBHeW-gxcz1b6DHMLYQUA,0,2
-FNquqGseSCVMWo7KbK-Tg,9,4
OPwC1xFjSwFMVQHy95970w,2,0
VzxdHqnu_OLx8md6vpkyEA,8,0
YPHUfRvUo44LvsaXRTg4fw,2,0
ytU-tGhd5ZW9ouWW6JHpMg,3,0
RO1h2JPbvp0QeqSHDJbeKw,2,0
MwCai0x6GILtK4KkwufZig,6,6
FqJ1SWEBhgVl66FrcsovOQ,3,0
pGHydF1JEdUlI-8I0lm1_g,0,1
hpvHHl_f4PHk0gc1qcg5qQ,0,1
qrr5PjTljEn_94tL83ETag,1,2
72KojSHoxp8DissRtcXn-g,6,2
6IopPDGcxUp4BD3HL7zJPw,0,1
YaJIasKjOgswDpitdMD1mA,1,0
PXVNlCbNocp-EJ-RJRQoIw,1,0
_a1ywocs7KuGGfpY5DUlXA,0,1
ECOkEVUodMLUxvI0PMI4gQ,3,21
5kpaX40N0Mj0lx0awd9PmQ,0,3
oeGABTHjS2EEJg9j7WIHoA,1,0
LWg2e5wDGMIdyxZblPtAWA,1,0
d5ko_-joff2Gig7xws7adQ,1,0
QObkvFJkzQ4ZnjX4qh9RyA,1,0
fBmyj1okdO1p-GUzfQQohg,0,1
ySBvgchqN-sJmvUQVcTpnw,0,1
I3LJiXJTvTEnI61O-gr2KA,1,2
NvKNe9DnQavC9GstglcBJQ,51,55
eSlmVbicgkhtD9niSuReJw,18,3
r-AhKG-CrL0MSe11cfJzTA,0,1
KuqvrDyfbhsOnv7U-MtQTw,3,1
xUgt16DZ-gq67E2C9VbYgQ,5,2
XlUuMGMvkzy_QLAUTEe-fw,10,8
XZ6cTNYjdO0MzqLqT9EMyw,2,1
knDXdt6qgwd4xVPUsgkfWw,6,0
oQ_cAqCVpbA4SHAth125Jw,1,0
YoYL__V3bUF4KluaJ8QO4A,1,0
wbJQWVyJKTUh9ryZ4jUgwg,4,3
PHYeWfCWUBAbaZyijI-4AQ,0,1
sDKjjcYFbe0BxIQZDJxUaA,5,2
8ySvFNHBGHnVaQ3XwOuFqg,7,1
nTk7RNMaJ7yz3IWieD84eg,1,6
GtipraWswf6AQMHqN0hokA,2,0
lIcEs4MnnpIsXV_koypnnA,0,1
wJu9RG3oAc_phvbmBwqfOQ,1,1
coAdjIJ7Xomwq7sfHFzxKQ,8,0
_2trMwFsh5-IqqEcQ-OLVA,3,1
fE7x3Ui2mzdwdfJnd7r_1g,0,3
BxRTF1hmGAzMzkTDsEp2gw,0,1
g1j8COaztNostGlxssCCVA,0,1
J_t9H45jfjPKXNxRJp3T_w,5,2
YEuYaxTmVi_VfDTvodjx5g,6,4
R1AVTniig8uZfPy_2ObRQg,6,0
zFnPRtP7LGvr3sfxvy_dfg,7,4
1lvMplnNVHjsMm0JWM8GGQ,3,0
tNEHvrlyvy4N-9ryAaI7ag,5,6
mvsnt4q3A5TzcbPFolpsZQ,3,2
hUGsHeHHPfJ4gpj4LwHyXw,6,0
NhEf4G4gO-RZNUHWSVeqoA,0,1
1XVWGkcFPvTJV0_q6xX5eA,5,1
dIN5IF2bSHeASjPFJBhshw,44,13
yJkYsl0hOlG2-ITBe16ZIA,5,3
SfHE6qK6dT7wxX-Ow82tRg,8,9
A-fl1l8wCu5Kles_TVf5Fg,1,2
QibVlwPPfOnQUnYe_iVfJA,1,0
X-V0cWAHI-cw5b0P3WtXZQ,1,0
CU6n6XvfdZdrxhCcS2XC2g,1,0
SKB_FQT41ATIo3zIy0Uipw,1,0
l0WauZ92kRg9bu2oxHj4TQ,0,2
GpfShLAU12CS5f2Tnt79qQ,1,1
mo6GBqNBNoj04--jA73HsQ,1,1
8OXgrxXm45OauJsc0lGRPw,12,0
THfsY3HTXVVU4NnyK4jvaA,2,0
QF4tRJ-ot7dYwebAsn0seg,7,2
S6V63OzrCaj22BQJeKBDCw,0,1
HusY0jtxYpF9lGUJ92-xDQ,0,1
gdWy-x5KbCbMrwIwI87mMg,6,8
DFp_5lZQt91lNwzWYKbCvg,2,2
cNCXUYQd3kFR_AyfjTejQQ,1,0
-Ylpy3VyRWwubf9dysuwjQ,28,14
gIIEgpdUPm1IMs-yKl-91A,0,2
OVDGshcmfb4_6hyIdCu5Xg,10,2
rp5RXEpoAj-k3c4_QP6LMQ,1,2
eSMs4iCWdwRl8O9ISUZSWw,5,0
KEGLWeFAWXvo0W2LnujhtQ,3,1
AoGCnRtwifZ2gTGHtg8KTw,5,0
t19vb_4ML2dg5HZ-MF3muA,20,5
10cjlsUzS8rAKMjdEWbxvA,0,3
sReFrTIJ92iDprWD8dKAuw,0,1
RodA_gxhr2Mj-pyQAL2RAQ,55,16
0Yh6U06nGLjAMwCw6l9-DA,11,6
SYPwKsDD6I_eoi3XlgcOBg,2,0
za9qr9ZZWLTfEgTfogRbUw,2,3
Se-co1eXBho5A4YwMfKMIQ,5,7
81ZnnowfL55L3MH-bGpanA,0,1
bKh66jlEqEKZZFkjWipt8w,7,1
TrOgTZ0DfmQxvpTehiNibQ,21,14
Ax6BS5f88QI7q33zBhrjEw,2,0
aDHD7nASfqiQBB6YXy2aGA,0,3
X4OQpv3PqiSlNVDLVinVPQ,0,3
eyl5g8MzVLoFjhtSD9DTrw,0,1
wP8gL4KNYQQktelE-PSeFw,2,0
58Io3pVWsT-RQxGgcYb-vQ,9,1
3dfJjFeXVb8UoESrypybeQ,1,1
45asFhMTFuAUtG_rjPhkkQ,1,0
IUrtJeDhJOvdBJXt--mHXg,0,3
aqmITEqECSM9eqDIfU1CfA,4,1
SgmcmNsJQ8IQ6balS_kotw,0,2
1JF9TbJ2d5hH8xsQvvklHg,1,0
Y9vJ5zBBQrfpILtBP11qDQ,1,0
mvLdgkwBzqllHWHwS-ZZgQ,6,0
2hgfYu-jBRUGybzl_CvqvA,3,1
zB4TOI3Ci9BOidw55TREbA,1,0
IvFdi-vp823dTAWwHMT6xQ,0,2
SLD5QYRCOgP2UDscLyrcaw,0,1
kXoCEwQ1Qr9Ft6uObAvCBQ,6,1
yy13WKIxs9Hjwrq40iUc9Q,5,0
FL_UG4G1btvH5K3TVDvnew,6,0
G2lO9j-g2rsP6Rcw8XsVFw,2,2
PzpQFdZcI1NC_z4EikzpiQ,2,0
7BZ2NdkysVLgWScSEvhILQ,15,5
Ja4stXdNYr39u5CZHMNtjw,16,8
mgLKu6pLiXEC_KdpdRDAvg,1,0
387XEwERYeyodpV5DWR4hA,10,0
GZifPY-KTnZQ9iYfGwT2wg,2,1
eyaziRm7HOrtkkrQys_ERg,11,12
hLqh9ZUIPSJHUkqvwgaEiQ,15,9
Gyrez6K8f1AyR7dzW9fvAw,7,0
Vbs4uZdjyGKxVt-Fz4TPLw,1,0
e88VWa9xdHmSFdMZne9eLQ,0,1
ztP466jMUMtqLwwHqXbk9w,4,5
9Cq_NVvWZOEAzmE7tqJgmg,3,1
cKIbCC5OVmrHIh8PawlI6g,0,1
Y3DIeqZGytfbvW-ZJG96LQ,13,9
v9EqcuA6eUvriLRwxbxQNw,1,1
fIaDNl_mv6Oz3Ro4sil_Qw,1,0
nGD94nE6GJSM9qaroe6v_A,0,1
9z1T2lgmirOxrTpFh9ellw,2,4
x8b12bxgvyYBFXRq0AIN3A,0,1
W0ya1E9jp1yB8IFiGxr4fw,89,22
SpCVf25ya5jsHItdkpBpUg,1,0
ri2GZt8qyFcWUHxoQfsZXg,1,3
xOx-N9G7AteZTnZfVFfNHA,0,2
ibPjt-h9NC7OEzpj7IL83Q,0,1
iAxsnFs3qq0Qx1EJ1S9SoQ,7,3
lRB4EvPM0L88f4meH9KcYQ,0,1
ckW8QYcTrwmqwQ6Tw7WJsg,1,3
Gz9SlLqxS6wnxPvgdOQNrA,8,23
GJZV3ltRSxV4O3fnkRKRQA,1,0
ZdFl7MqnF09dcifG1j7l_w,5,1
HgZXTsuVlv-6RuxMGAXDow,1,0
uILn9EX0WW-AHL6lV8gupA,1,2
VUbACJQR-_dVwyPYMFSodg,7,3
9enpsB9cGGzX0Log6Y8OrQ,0,1
mREhsiayA3gmVz1R99ePbQ,1,2
U2W22Vy1oSs4G7W-2vdQ4w,1,1
kSp9lWgQJrE9nsX7OS-x8w,2,3
